1	5
1	6
1	7
1	8
2	3
3	4
3	5
3	6
3	7
4	8
5	14
6	9
7	14
8	10
9	14
10	14
11	12
12	13
14	15
14	16
15	17
16	17
17	18
17	19
18	20
19	20
20	21
20	22
20	23
20	24
21	25
21	26
21	27
21	28
22	25
22	26
22	27
22	28
23	25
23	26
23	27
23	28
24	25
24	26
24	27
24	28
25	29
26	29
27	29
28	29
29	31
31	36
32	34
33	35
34	36
35	36
36	37
37	38
37	45
38	39
39	40
40	41
40	48
40	55
42	43
43	44
45	46
46	47
47	48
47	49
47	55
50	51
51	53
51	69
52	53
54	133
55	54
55	72
55	76
55	87
55	88
56	73
57	79
58	84
58	86
59	75
59	87
61	62
62	63
63	67
64	65
64	71
64	72
65	66
65	99
66	67
67	68
68	95
68	98
69	82
70	71
72	134
73	84
73	86
73	87
73	88
73	96
74	75
75	88
75	97
76	77
77	78
78	79
79	80
80	81
81	106
82	83
82	89
82	143
82	146
84	85
88	111
89	90
90	79
91	105
92	135
95	101
96	104
98	101
99	100
100	101
101	102
101	103
102	127
103	127
105	119
106	107
107	108
108	109
109	110
111	112
112	113
113	114
113	116
113	120
113	123
113	128
114	115
115	125
116	117
117	118
118	126
120	121
121	122
122	126
123	124
124	125
128	129
129	130
130	131
130	137
132	135
133	135
134	135
135	136
138	139
139	140
141	142
142	143
142	146
142	147
142	148
144	145
145	147
145	148
